FeatureID	Kingdom   Phylum  Class   Order   Family  Genus   Species
9d7d537af0aeb30ff97dbef8f94ca007	D_0__Eukaryota    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
9d7f1f63f744fc86faddd2d822d2308e	D_0__Bacteria	D_1__Chlamydiae	D_2__Chlamydiae	D_3__Chlamydiales	D_4__Simkaniaceae	D_5__uncultured	D_6__jellyfish
9d8104e790772d57c02f1b105d7ee428	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria    unassigned      unassigned
9d8c3359468f77c65d4bc0863ca92e67	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__uncultured   unassigned
9d90de0c3b15f4a03d025caae6462e6f	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Lawsonella   unassigned
9d93e3b466ca3dd8288d59322880b8ea	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Alteromonadales	D_4__Moritellaceae	D_5__Paramoritella	D_6__Paramoritella
9d94427108b5a499a88e63cae09e092f	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Steroidobacterales	D_4__Woeseiaceae	D_5__Woeseia	D_6__uncultured
9d9da245b55187222dc80410d749357c	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__I3A	D_4__uncultured    unassigned      unassigned
9d9e395b230e44b77ae186a410e91a94	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Cellvibrionales	D_4__Halieaceae	D_5__Halioglobus   unassigned
9da91a249cf9618a4c6410bd77e20739	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__Microtrichales    unassigned      unassigned      unassigned
9da923151de3383e0edab99e59deb527	D_0__Eukaryota	D_1__SAR	D_2__Stramenopiles	D_3__Ochrophyta    unassigned      unassigned      unassigned
9dace13f51076c8ccf525e81fd3c7996	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Planctomycetales	D_4__Rubinisphaeraceae	D_5__uncultured	D_6__uncultured
9dae03a72b8c6797f46774974ebc3ea5	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Cellvibrionales	D_4__Halieaceae    unassigned      unassigned
9daf3e5806116ddd9705342469fd9676	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Nostocales	D_4__Phormidiaceae	D_5__Trichodesmium   unassigned
9db0eeaa17a54e7ac1d4ca15a5594192	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Cyclobacteriaceae	D_5__Marinoscillum	D_6__uncultured
9db360cd95c512453bc09057810c7c46	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Rhodopirellula   unassigned
9db70ce74000921065cd854248576c18	D_0__Bacteria	D_1__Cyanobacteria	D_2__Melainabacteria	D_3__Gastranaerophilales	D_4__uncultured    unassigned      unassigned
9dba225dc20b5aea72560f2265a6d47a	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast	D_4__Neoptilota    unassigned      unassigned
9dbfff76561bc4d8bfdd60c04d90ee76	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Nostocales	D_4__Phormidiaceae    unassigned      unassigned
9dc6996296a32bea09a5d80af7326b53	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Clostridiaceae    unassigned      unassigned
9dcbc91f22fc21db23152a61204d82ac	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Blastopirellula	D_6__uncultured
9dcf45e4f8eaba7fab947a417f80c914	D_0__Eukaryota	D_1__Archaeplastida	D_2__Chloroplastida	D_3__Chlorophyta    unassigned      unassigned      unassigned
9dd3b8c6c88b5ac84ae469bf911ad196	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Clostridiaceae    unassigned      unassigned
9dd3c93fd9366e144416eaacc0ee201a	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast	D_4__Tetraselmis    unassigned      unassigned
9dd6fee927640399644411eb7bac058e	D_0__Bacteria    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
9ddcc9cb305ed43f11ed341a2ba68b67	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae    unassigned      unassigned
9dde5997bd07a4361231b4702cf98da6	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__uncultured	D_6__uncultured
9de0fd8feaf10872e34571cd7b69d1c6	D_0__Bacteria	D_1__Planctomycetes	D_2__OM190    unassigned      unassigned      unassigned      unassigned
9de39fa3f60d9e077be6ded7967db58b	D_0__Bacteria    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
9def284ffa0a4a6c3230d325fa8ddb9d	D_0__Bacteria    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
9dfc6cc9358a9e84d6d839ada0c585a3	D_0__Bacteria    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
9dff11a86a1085143a6d863399848583	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Lachnospiraceae    unassigned      unassigned
9e176d119dbe87f6cafa90f76b813f64	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Clostridiaceae    unassigned      unassigned
9e1f0a149fdc905d7654af2722a93f27	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Desulfobacterales	D_4__Desulfobacteraceae	D_5__Sva0081   unassigned
9e2409cff95b46abe830ef7625332d56	D_0__Bacteria	D_1__Firmicutes	D_2__Negativicutes	D_3__Selenomonadales	D_4__Veillonellaceae	D_5__Sporomusa   unassigned
9e2733dabc58c6112722a8ed1836b129	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria    unassigned      unassigned
9e34c8fe1f8413e9324ed36023b3f41e	D_0__Eukaryota	D_1__Archaeplastida	D_2__Chloroplastida	D_3__Chlorophyta	D_4__Ulvophyceae	D_5__Smithsoniella   unassigned
9e35f44aaf7e08c3b07fc78023d0263b	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Desulfuromonadales	D_4__Geobacteraceae	D_5__Geoalkalibacter	D_6__uncultured
9e3b05564bb8857e6c6098dd686d6173	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast	D_4__unidentified    unassigned      unassigned
9e3c95ab512545844b082a8dc1f4ea9b	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Lachnospiraceae	D_5__Epulopiscium   unassigned
9e41cca5c4e7475d1d958bff0242afe1	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__uncultured	D_4__uncultured    unassigned      unassigned
9e42ec7733096a294f1864b40256741d	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae    unassigned      unassigned
9e46847892aecda7edb9fd4927dc718e	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__uncultured    unassigned      unassigned
9e4e2a6ca73745746104b0409d9bf1fb	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Amoebophilaceae	D_5__uncultured	D_6__uncultured
9e56500a9ae85d3c64ca6b407fdd42ed	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__SAR324    unassigned      unassigned      unassigned
9e59a59e6b6802feadbd9e4c7cae0404	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria    unassigned      unassigned      unassigned      unassigned
9e5ac439cca5ed8cbf88936e3261cb4d	D_0__Bacteria    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
9e5ebd7dfe49c5d92309c2b7575a9701	D_0__Bacteria	D_1__Proteobacteria    unassigned      unassigned      unassigned      unassigned	unassigned
9e5f94d0b0363fdc6a45b08a9578ba8e	D_0__Eukaryota    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
9e607923bdb893752071e70e0e48c8ff	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae    unassigned      unassigned
9e63cb1dee6436f28fdc9329597b256d	D_0__Bacteria	D_1__Firmicutes    unassigned      unassigned      unassigned      unassigned	unassigned
9e640fbdc6c6ac2d96f8da5d81d22487	D_0__Bacteria	D_1__Actinobacteria	D_2__Rubrobacteria	D_3__Rubrobacterales	D_4__Rubrobacteriaceae	D_5__Rubrobacter	D_6__uncultured
9e68cf34df7b5fd239debd9317199771	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Nostocales	D_4__Cyanobacteriaceae	D_5__Cyanobacterium   unassigned
9e6a9150606a648049908557ff56ca8b	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria    unassigned      unassigned      unassigned      unassigned
9e724edc891654ad978e8df17600926c	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Lachnospiraceae	D_5__Epulopiscium   unassigned
9e78d08743318710fcfa723a9d1d52c9	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria    unassigned      unassigned      unassigned      unassigned
9e7a20a292e39fd5565f44153c8c22a9	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Micrococcaceae	D_5__Micrococcus   unassigned
9e7e629866cd59216a7692749958b906	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__uncultured   unassigned
9e8b076bceb3363f33433c6db1fb5de3	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast	D_4__uncultured    unassigned      unassigned
9e8d0c17715d4ff036377cb4ce1fedd0	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Thermosynechococcales	D_4__Thermosynechococcaceae	D_5__Synechococcus   unassigned
9e8f8c1315f5a31fefd9578afa7fb1c4	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae    unassigned      unassigned
9e90174b996460cd7f17b6f78230f4e1	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Ruminococcaceae	D_5__Oscillibacter   unassigned
9ea4f54c9c6eba1a4cbfaad59f8d7e25	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Blastopirellula	D_6__uncultured
9ea61d3837135b53a8dae3da745d349b	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Gammaproteobacteria    unassigned      unassigned      unassigned
9ea6a818b85a4125e1d6390b25e81b16	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Gammaproteobacteria    unassigned      unassigned      unassigned
9ea881cd65c752aef8dbd7be5e2b3f39	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Nitrosococcales	D_4__Nitrosococcaceae	D_5__CI75cm.2.12	D_6__uncultured
9eaa127779cc2e32dff143f5ed364c2c	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria    unassigned      unassigned
9eb3895df37356b4db2a753df3e3166d	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Nostocales	D_4__Microcystaceae	D_5__Cyanothece   unassigned
9eb3b5db7f65e02978433dab3e67b36c	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae    unassigned      unassigned
9eb76d4a8a3a6a957d876aed7c6f58bf	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Verrucomicrobiales	D_4__Rubritaleaceae	D_5__Roseibacillus	D_6__uncultured
9eca59e27ed44c3c406dfd83aab2a35b	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Pir4   unassigned
9ed48a27572eeff6c55818d9e168079d	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast	D_4__Eimeria    unassigned      unassigned
9ee1b9df41cdd93777a60cde775034ef	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria    unassigned      unassigned      unassigned      unassigned
9ee46c5a943dea1cab6f2d93848c34c8	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Coxiellales	D_4__Coxiellaceae	D_5__Coxiella   unassigned
9ee48abefc2f5d2baf169dc355eff680	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Pirellula	D_6__uncultured
9ee9bcbd8f5c2400839f5381dd3df9b0	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Ruminococcaceae	D_5__UBA1819	D_6__Ruthenibacterium
9ef00b426839fea5fef59815d7ec3669	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Blastopirellula   unassigned
9ef34938bdb65060d0626e4de8afd4ae	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Opitutales	D_4__Puniceicoccaceae	D_5__uncultured	D_6__uncultured
9ef908d3c0fe79e7ce519db392aa6e74	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__Choreocolax   unassigned
9efb62f6ec012ebf41d0e17fce0528aa	D_0__Bacteria    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
9f128681cb92bcdeb25e9fc5ea46feda	D_0__Bacteria	D_1__Planctomycetes	D_2__OM190    unassigned      unassigned      unassigned      unassigned
9f195a7009d9afb0112ed8f9e20cf5dd	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria    unassigned      unassigned
9f21e82ffe35f72b99ec26f8f6d5707b	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Verrucomicrobiales	D_4__Rubritaleaceae	D_5__Roseibacillus	D_6__uncultured
9f23ef7520631d66316eca954fd0c472	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__Actinomarinales	D_4__uncultured    unassigned      unassigned
9f27a5b1b9e9162b8ef7f7df3b30677a	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Ruminococcaceae    unassigned      unassigned
9f28399b929a57de4f06a5cab6be99f1	D_0__Bacteria	D_1__Proteobacteria    unassigned      unassigned      unassigned      unassigned	unassigned
9f30723590e15e525c76d51a1d2b63f0	D_0__Bacteria	D_1__Fusobacteria	D_2__Fusobacteriia	D_3__Fusobacteriales	D_4__Fusobacteriaceae	D_5__Cetobacterium	D_6__uncultured
9f3ed5b3c208904487ef3c3ca9c63fa2	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae    unassigned      unassigned
9f4d35ebcfde9fa14182428157ff690c	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Cyclobacteriaceae	D_5__Reichenbachiella   unassigned
9f4f1819884c8acadb6da834a6801860	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__uncultured   unassigned
9f4f19675e838bfa9fd143124a98ed3d	D_0__Bacteria    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
9f4f339dd1ccf4b80003c32681ff1191	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Synechococcales	D_4__Cyanobiaceae	D_5__Synechococcus   unassigned
9f4fb2b9ec966f4e1bc1c32043fc1a7c	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Oligoflexales	D_4__Oligoflexaceae	D_5__uncultured	D_6__uncultured
9f564428df3d3d31252d7cebb96d985f	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria    unassigned      unassigned      unassigned      unassigned
9f5c200a6372d6dcb67ea9c2a727e69b	Unassigned    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
9f5d08b03a1d2441a8bfc895838f712f	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodovibrionales	D_4__Kiloniellaceae	D_5__uncultured	D_6__uncultured
9f5e5b411a6ddf0548a6d965b2b52f83	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Cryomorphaceae	D_5__uncultured	D_6__uncultured
9f63015d6bce65afb085143d48b35788	D_0__Bacteria	D_1__Tenericutes	D_2__Mollicutes	D_3__Mycoplasmatales	D_4__Mycoplasmataceae    unassigned      unassigned
9f6a4c294f0eb56fb3ae67cf842f91bc	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Thalassobaculales	D_4__uncultured    unassigned      unassigned
9f6b05a8926263fcda28b07caeff3b39	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Amoebophilaceae	D_5__Candidatus   unassigned
9f6bb297b8bbe7eafda64a116ad7917d	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Cyclobacteriaceae	D_5__uncultured	D_6__uncultured
9f6d292db67914f1897e03bd6e7a1ce0	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria    unassigned      unassigned      unassigned      unassigned
9f778f44693fb91b9b0d3593276030c2	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Ruminococcaceae	D_5__Ruminococcaceae   unassigned
9f837e8daacca661a83b0c2efc3634a6	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Rubripirellula   unassigned
9f863ad35b5a90787a978209cd6ef89e	D_0__Eukaryota	D_1__SAR	D_2__Alveolata	D_3__Apicomplexa	D_6__Eugregarinorida	D_7__Lankesteria	D_8__Gregarinidae
9f92a76dbc651b19f7344b19dbaa9887	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria    unassigned      unassigned      unassigned      unassigned
9f933d91380b598629a09cce63ce14e7	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Caulobacteraceae	D_5__Brevundimonas   unassigned
9f9419940b5d5f0634bd8b1dd51bc98b	D_0__Eukaryota	D_1__SAR	D_2__Stramenopiles	D_3__Peronosporomycetes    unassigned      unassigned      unassigned
9fa15ef50ffa1b46328d9d9ac14d301b	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Moraxellaceae	D_5__Acinetobacter   unassigned
9fa1aff6eec5cf2f1f08fa2e632a1cd7	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Gemmatales	D_4__Gemmataceae	D_5__uncultured	D_6__uncultured
9fa25a94769115beeb8ccb0f4abed6cc	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Cellvibrionales	D_4__Microbulbiferaceae	D_5__Microbulbifer   unassigned
9fa47a2ebd83bbd69a19cc84bd1b3548	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__uncultured	D_5__uncultured   unassigned
9fa49bddc79cdde78704418fa76abe76	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__uncultured   unassigned
9fa95ab4345f513af4682a98b04c7b71	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast    unassigned      unassigned      unassigned
9faaa9d05638b76b0a8562a984c0b5dd	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Parvibaculales	D_4__PS1    unassigned      unassigned
9fafc71bc7781ca9d534fab55646e81d	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Bythopirellula	D_6__uncultured
9fb8a2ca7d8b6655db35ca0a81c6131d	D_0__Eukaryota    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
9fbb6dc5d1001d03a39ee70cc9a75c44	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Rhodopirellula   unassigned
9fbb8566c395540fa43da0d2ef59f46a	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Gammaproteobacteria    unassigned      unassigned      unassigned
9fbe9eceb60799e917a69b99e56c6027	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Bacteroidales	D_4__Marinifilaceae	D_5__Odoribacter   unassigned
9fc04b145dc9664323f7e838bb056ad9	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Sandaracinaceae	D_5__uncultured   unassigned
9fc22e9c6fc86563d179675597597d67	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria    unassigned      unassigned
9fc486d8a9ea61b3952b558dd24bb275	D_0__Bacteria	D_1__Chloroflexi	D_2__Anaerolineae	D_3__Anaerolineales	D_4__Anaerolineaceae	D_5__uncultured	D_6__uncultured
9fc50747f265862a17152397a18bb439	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Corynebacterium   unassigned
9fcacd2a41d93c799807618528ce79e4	D_0__Bacteria	D_1__Firmicutes	D_2__Erysipelotrichia	D_3__Erysipelotrichales	D_4__Erysipelotrichaceae	D_5__Holdemania   unassigned
9fcfa5f678dd9aa15d346eb9b8874307	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Tistrellales	D_4__Geminicoccaceae	D_5__Candidatus   unassigned
9fd6f10dde95e79926815a0a87f7c0ca	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast    unassigned      unassigned      unassigned
9fdbdbe8e5805baecde3f8fcb50311c2	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Bacillaceae    unassigned      unassigned
9fdd8f1510c7bbb09a871da26e8c8c43	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Nostocales	D_4__Microcystaceae    unassigned      unassigned
9fe2c6e4669be1d9e3ef6874a55879e3	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__NB1-j	D_4__uncultured    unassigned      unassigned
9fe82624dc43a89471ad2f2fcf2cb6fc	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Oceanospirillales	D_4__Endozoicomonadaceae	D_5__Kistimonas	D_6__Oceanospirillales
9fe9ac88755e10a3aa635e3d9cea06e5	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Verrucomicrobiales	D_4__DEV007	D_5__uncultured   unassigned
9fecf4ff71a2a3f9ad6ba523e0c45c90	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Nostocales	D_4__Microcystaceae	D_5__SU2   unassigned
9fed79648035668723b197979448ef33	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Verrucomicrobiales	D_4__DEV007    unassigned      unassigned
9fef29a329f183392624e68c20b02bd5	D_0__Bacteria	D_1__Fusobacteria	D_2__Fusobacteriia	D_3__Fusobacteriales	D_4__Leptotrichiaceae    unassigned      unassigned
9ff090bc71f6d1c62bce5cd117605ffb	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Sandaracinaceae	D_5__uncultured   unassigned
9ff70a6475342282986de7f8a7d9463d	D_0__Bacteria	D_1__Chlamydiae	D_2__Chlamydiae	D_3__Chlamydiales	D_4__Simkaniaceae	D_5__Ga0074140	D_6__metagenome
9ff979264ec0eab1c6336dae0ff97152	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__OM27   unassigned
9ffaf8db3badb0d9a912b0c69e88613e	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Desulfuromonadales	D_4__Geobacteraceae	D_5__Geoalkalibacter	D_6__uncultured
a00a089d6550318e6629eee33d1532f6	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Bacillaceae	D_5__Bacillus   unassigned
a0127e8f9426c12cd9ba4f258bb57218	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Haliangiaceae	D_5__Haliangium   unassigned
a014a0d75d229d65e31d78e1e33181ed	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Lactobacillales    unassigned      unassigned      unassigned
a015e57aa66d22ab26bfbf67fcc7b5cb	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__uncultured   unassigned
a019479218eb5d87f059897c9180aad8	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Nostocales	D_4__Cyanobacteriaceae	D_5__Chroococcus   unassigned
a01a722140cf9df4cb6ffae09b872de8	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Lachnospiraceae	D_5__Epulopiscium	D_6__uncultured
a01b7e4fc81f0386f26ea7fc6ff8acc2	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Pseudomonadaceae	D_5__Pseudomonas   unassigned
a0210e3cfe1fd479c3fb9ccb2496bf8d	Unassigned    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
a02278986cfdeb44ab0c36591241d858	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodovibrionales	D_4__Kiloniellaceae	D_5__uncultured   unassigned
a026f6f2f0d789bda2f696d26348e2ee	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__MD2904-B13	D_4__uncultured    unassigned      unassigned
a02d2a7759e6f49c87c6d66e381af312	D_0__Bacteria	D_1__Acidobacteria	D_2__Thermoanaerobaculia	D_3__Thermoanaerobaculales	D_4__Thermoanaerobaculaceae	D_5__Subgroup   unassigned
